"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"article-2425043-1BE8A7BF000005DC-975_964x544.jpg","Milky Way over the Cape Palliser, New Zealand","https://lh3.googleusercontent.com/-uHjlEZf7vio/Uv8SRnDrS0I/AAAAAAAAKYg/un2ayn7DdKUyfchPqZOqmlbJhfZgpU-dwCLABGAYYCw/s0-d/article-2425043-1BE8A7BF000005DC-975_964x544.jpg","","4628","Feb 15, 2014, 7:07:50 AM UTC","May 2, 2018, 1:59:15 AM UTC","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","0","0"
