"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"beer-world-map-3000-full-web.jpg","World Beer Map","https://lh3.googleusercontent.com/-ygbqDgggd8E/VRhq8BgZVPI/AAAAAAAAOAU/QC_m3Z5TZ_oSdISRjHl1fOGVWIb6v84aQCLABGAYYCw/s0-d/beer-world-map-3000-full-web.jpg","","9040","Mar 29, 2015, 9:13:20 PM UTC","Feb 5, 2019, 8:51:53 PM UTC","0.0","0.0","0.0","0.0","","","","Is VB still at the top in Australia?  I thought it had been displaced, but I may be wrong.; wonder when it is....; Means to me: please do not drink all these beers!! ","; ; ","; ; ","","","","","","","","","0","0"
