"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"dee3eebe-24c8-11e2-9466-b36a7f8cf2bd_03p16-Clyne-news.jpg","","https://lh3.googleusercontent.com/-FvA93hiSOl8/UJTiPKZDbXI/AAAAAAAAEnM/yVmI3EbMprETyAdkb5sKDvm78C8-9OgVQCLABGAYYCw/s0-d/dee3eebe-24c8-11e2-9466-b36a7f8cf2bd_03p16-Clyne-news.jpg","","186","Nov 3, 2012, 9:22:04 AM UTC","Feb 5, 2019, 8:51:47 PM UTC","0.0","0.0","0.0","0.0","","","","U.K. operation will drag NAB under water for a couple more years. Any comments from an insider&#39;s view Mr. J <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104947156656943348622"" oid=""104947156656943348622"">James Gemmell</a></span> ?; Very interesting. Performance of those UK banks is a hot topic. Now is probably not a good time to sell them off either. Clyne may find it difficult to hang on if the trend continues.","; ","; ","","","","","","","","","0","0"
