"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"Polymer Architecture.jpg","Polymer Architecture","https://lh3.googleusercontent.com/-lSjM6RD9KkY/VQCzSuD_7xI/AAAAAAAANnU/RQVQjXqEYrUHkSk9oTLE-n2BGoQvgYLpQCLABGAYYCw/s0-d/Polymer%2BArchitecture.jpg","","8321","Mar 11, 2015, 9:27:38 PM UTC","Feb 5, 2019, 8:51:52 PM UTC","0.0","0.0","0.0","0.0","","","","Oh God. It has a drag and drop designer.; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/117411118917273581736"" oid=""117411118917273581736"">Dean Budd</a></span> Finally this day has come.; Drag and drop. The future of programming for 30 years.... ; <b>HAHAHA</b>; I was actually considering using polymer for a web app the other day, but it sounds like overkill for what I&#39;m doing. ; I really like to give it a try","; ; ; ; ; ","; ; ; ; ; ","","","","","","","","","0","0"
