"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"puppet_vs_chef-300x300.png","Puppet vs. Chef","https://lh3.googleusercontent.com/-Srg8H3oZmu8/Um8WixGJe2I/AAAAAAAAHjk/v4j41xpuYAcvM1zMoq-ldZyle-vET42igCLABGAYYCw/s0-d/puppet_vs_chef-300x300.png","","505","Oct 29, 2013, 1:59:39 AM UTC","Feb 5, 2019, 8:51:48 PM UTC","0.0","0.0","0.0","0.0","","","","Do you write a few lines summary comparing the two?  We use Puppet at work, but I hadn&#39;t heard of Chef before (that&#39;s not to say my team didn&#39;t consider the latter).; Sorry <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/100262877374602766225"" oid=""100262877374602766225"">Michael Poloni</a></span> Mike, I&#39;m still learning these tools ...; I use chef, and it&#39;s damn powerful. I&#39;ve seen puppet in use, and it seemed to be more of a hassle to make changes correctly... ","; ; ","; ; ","","","","","","","","","0","0"
