"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"Git in IntelliJ 13.png","Git integration in IntelliJ 13, repository on GitHub, with Cherry Pick ... ","https://lh3.googleusercontent.com/-F1FI8m4V1Fc/Up8hHm4cHdI/AAAAAAAAHsk/wD1dltwBiPkai-cNFCu0ddHBo8AIsyozACLABGAYYCw/s0-d/Git%2Bin%2BIntelliJ%2B13.png","","662","Dec 4, 2013, 12:33:34 PM UTC","Feb 5, 2019, 8:51:48 PM UTC","0.0","0.0","0.0","0.0","","","","<span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/103428354485877420656"" oid=""103428354485877420656"">Kieran Simpson</a></span> <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/117411118917273581736"" oid=""117411118917273581736"">Dean Budd</a></span> ; How&#39;s the performance <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/112201754385215382872"" oid=""112201754385215382872"">Terrence Miao</a></span>, and are you on OSX?  The IntelliJ 13 Hg integration is frustrating me, and I&#39;m trying to narrow down if it&#39;s an OS/Java issue, a Python issue, or an IntelliJ issue.<br /><br />Doing things, like commits and reverts.  Is it fast or takes many seconds to complete the op?; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/103428354485877420656"" oid=""103428354485877420656"">Kieran Simpson</a></span> blissful. Also intensively use git integration with Git Stash in company, let me almost get rid of SourceTree.; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/103428354485877420656"" oid=""103428354485877420656"">Kieran Simpson</a></span> <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/117411118917273581736"" oid=""117411118917273581736"">Dean Budd</a></span>  you boys should in YOW! conference today. How good is it?﻿","; ; ; ","; ; ; ","","","","","","","","","0","0"
