"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"The mystery of the Mayan calendar revealed.jpg","The mystery of the Mayan Calendar and 2012 revealed","https://lh3.googleusercontent.com/-dboIyNEeMeE/TtI8dL9msfI/AAAAAAAABm8/4LqyK7krNZs0KpMzuR59h59oO56b74o7gCLABGAYYCw/s0-d/The%2Bmystery%2Bof%2Bthe%2BMayan%2Bcalendar%2Brevealed.jpg","","522","Nov 27, 2011, 1:34:44 PM UTC","Feb 5, 2019, 8:51:46 PM UTC","0.0","0.0","0.0","0.0","","","","The Mexican institute cautioned Thursday that “Western messianic thought has twisted the cosmovision of ancient civilizations like the Maya.” <i>[no kidding]</i> Its experts said that the Mayas believed that time started and ended with regularity, with nothing apocalyptic occurring at the end.<br /><br /><a href=""http://abcnews.go.com/blogs/technology/2011/11/apocalypse-2012-back-on-second-mayan-inscription-uncovered/"" class=""ot-anchor"">http://abcnews.go.com/blogs/technology/2011/11/apocalypse-2012-back-on-second-mayan-inscription-uncovered/</a>; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104947156656943348622"" oid=""104947156656943348622"">James Gemmell</a></span> Maybe the Mexican Institute didn&#39;t want to do a Harold Camping (get it wrong) ;); So that&#39;s why Mayan cut the stone in a round shape (see the picture). Life and reincarnation recycled again and again ...; Given the orbits of the various astronomical enties we find ourselves gravitionally bound to, modelling the calendar as wheels within wheels (within wheels) makes a whole heap of sense. Unfortunately those poor Mayans never got to the point of using the wheel for anything as remotely useful as transport...","; ; ; ","; ; ; ","","","","","","","","","0","0"
