"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"world-as-we-know.jpg","","https://lh3.googleusercontent.com/-SsGTtV2tU4I/TyYGNDYbJDI/AAAAAAAACOM/cPpNck9QqIQwk05Xgr_ZI6g6naaLuXQtgCLABGAYYCw/s0-d/world-as-we-know.jpg","","344","Jan 30, 2012, 2:53:40 AM UTC","May 2, 2013, 2:00:44 AM UTC","0.0","0.0","0.0","0.0","","","","haha...<br /><br />took me some time to figure out what is the strange animal (whale?, penguin?) depicted in the corner of Australia until I &quot;zoomed out&quot; and saw the whole shape ;)<br /><br />also, looks like clearly Russia tops up it all !! ;-)); An upside-down ewe make all the sense for Australia.; But what about NZ. ;); <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/117411118917273581736"" oid=""117411118917273581736"">Dean Budd</a></span> The only way you can tell the difference between Aussie Bob and Kiwi Terry is Kiwis pronounce the following words: fish, chips, six, ten as Fush and Chups, Sux and Tin.; ...and also that New Zealand has a culture...; It should be pointed out that this world is missing New Zealand and Tasmania..... I like this world; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/105409883831936720081"" oid=""105409883831936720081"">che nelson</a></span> In Australia people think in opposite :-D","; ; ; ; ; ; ","; ; ; ; ; ; ","","","","","","","","","0","0"
