"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"912a862.jpg","BRK vs. S&P 500","https://lh3.googleusercontent.com/-jTnBNqllWuc/UsjYpI3DNWI/AAAAAAAAILI/oLLiO-GEc7Y5JT6g7U5yDoKR0MAbkl-YgCLABGAYYCw/s0-d/912a862.jpg","","265","Jan 5, 2014, 3:59:32 AM UTC","Feb 5, 2019, 8:51:49 PM UTC","0.0","0.0","0.0","0.0","","","","So it&#39;s pretty much tracked the market, all be it having started with a healthy margin?; S&amp;P 500 average return is 9.24% per annual. BRK is 20%. That is a BIG margin ;-)","; ","; ","","","","","","","","","0","0"
