"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"bitcoin_recovery.png","Wild Ride For Bitcoin As Price Falls 60 Per Cent","https://lh3.googleusercontent.com/-J9GS85fIHFI/UWc4wAO2haI/AAAAAAAAGMo/8Be3_87v8bINe8GklBp3TII1L3_DYFjWgCLABGAYYCw/s0-d/bitcoin_recovery.png","","286","Apr 11, 2013, 10:27:12 PM UTC","Feb 5, 2019, 8:51:48 PM UTC","0.0","0.0","0.0","0.0","","","","Everything goes up too quickly will fall absolutely quickly as well.; <i>&lt;post deleted&gt; &lt;shakes fist at </i><i><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/112201754385215382872"" oid=""112201754385215382872"">Terrence Miao</a></span></i><i> &#39;s public posts&gt;</i> <b>hahaha</b>; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/117411118917273581736"" oid=""117411118917273581736"">Dean Budd</a></span> This is my way to avoid abusing.<br /><br />Who dare that every word they write is recorded, backup and can be used to take legal action against.<br /><br />&lt;Evil laugh&gt;Haha! Haha! Muwhahaha!&lt;/Evil laugh&gt;","; ; ","; ; ","","","","","","","","","0","0"
