"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"t75hE.jpg","Why Win 7 at home, Win XP office","https://lh3.googleusercontent.com/-BbybL9R03J0/US3sdX8TsxI/AAAAAAAAF3M/Z-URbQ8QXJw6V5BSoqmnZLSDZnh0XjiLACLABGAYYCw/s0-d/t75hE.jpg","","528","Feb 27, 2013, 11:22:29 AM UTC","Feb 5, 2019, 8:51:48 PM UTC","0.0","0.0","0.0","0.0","","","","Where&#39;s Win95?!","","","","","","","","","","","0","0"
