"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"U5385P2DT20130423072457.png","Hand gestures, head gestures, eye gestures ... what else body language control Google Glass could bring on?","https://lh3.googleusercontent.com/-3sy1smUk79M/UXcCqYtWoNI/AAAAAAAAGQo/hwOIcD-t5osVxJwrukWrhk0F57cMEAQCQCLABGAYYCw/s0-d/U5385P2DT20130423072457.png","","266","Apr 23, 2013, 9:52:41 PM UTC","Aug 18, 2016, 11:16:59 PM UTC","0.0","0.0","0.0","0.0","","","","<i>Nudge, nudge, wink, wink</i><br />&gt; Rebooting Glass OS...; here&#39;s my stock standard comment <b>&quot;gesture&quot;</b> when it comes to some of this tech:<br /><br /><a href=""https://plus.google.com/u/0/108100508440823014305/posts/BbPtapechbD"" class=""ot-anchor"">https://plus.google.com/u/0/108100508440823014305/posts/BbPtapechbD</a>","; ","; ","","","","","","","","","0","0"
