"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"06/10/2013 - 1","Atlassian JIRA, the insanely complicated maze","https://lh3.googleusercontent.com/-ucbb4Y9Um7E/UlJHaQY-FPI/AAAAAAAAHdk/1_Wz5wxc07QoF-jaZOrrvLl_J0IZVLCrgCLABGAYYCw/s0-d/2013%2B-%2B1","","579","Oct 7, 2013, 5:32:25 AM UTC","Feb 5, 2019, 8:51:48 PM UTC","0.0","0.0","0.0","0.0","","","","Issue types, workflows, screens, fields, what the hell are they and how the hell can they work together?; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/103428354485877420656"" oid=""103428354485877420656"">Kieran Simpson</a></span> <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/117411118917273581736"" oid=""117411118917273581736"">Dean Budd</a></span> still having a lot fun with JIRA?; HAHAHA! Tell me about it. How can you make something as simple as moving a card on a board into something more complicated than Photoshop.; Trello ftw? ; We&#39;re using Trello. Leankit is another really good one,; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/118327838139592050858"" oid=""118327838139592050858"">Casper Casper</a></span> A few teams down here start using Trello after they discarded JIRA. I still prefer Leankit tipped by Deano.; I haven&#39;t tried leankit yet, but I like the lack of features of trello; forces us to use lighter processes and we keep all the details in the github issue instead.","; ; ; ; ; ; ","; ; ; ; ; ; ","","","","","","","","","0","0"
