"title","description","url","license","image_views","creation_time.formatted","modification_time.formatted","geo_data.latitude","geo_data.longitude","geo_data_exif.latitude","geo_data_exif.longitude","tags","people.name","people.email","comments.comment","comments.user_id","comments.email","media_key","hex_photo_id","upload_ip","status","liking_user_ids","album_id","exif.camera_make","exif.camera_model","exif.cell_width","exif.cell_length"
"b5695ecdjw1ebflwqt8hxj20gk2ugnbg.jpg","Mr. President, composure please!","https://lh3.googleusercontent.com/-skT3nrdhr_g/UqgpRrWHDRI/AAAAAAAAHvE/QOq_yvPe4RkFkIlftvPnGA4rzDg3cNaswCLABGAYYCw/s0-d/b5695ecdjw1ebflwqt8hxj20gk2ugnbg.jpg","","347","Dec 11, 2013, 8:58:46 AM UTC","Feb 5, 2019, 8:51:48 PM UTC","0.0","0.0","0.0","0.0","","","","What&#39;s the issue here? People were there to celebrate the life and achievements of a great man.<br /><br />The whole notion that death should be seen as a tragedy and mourned in sorrowful pity is just silly (and dare I say, selfish).<br /><br />This was one final achievement of Nelson Mandela - bringing so many different people, including those who may not like one another, together in the same place to celebrate. Let&#39;s enjoy it.; <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/112201754385215382872"" oid=""112201754385215382872"">Terrence Miao</a></span> I mean no disrespect to your post of the pic, by the way ... my words were written in response to some of the media reports saying that the actions of those three leaders was inappropriate.","; ","; ","","","","","","","","","0","0"
